"readingId","gaugeId","gaugeRevisionId","remarks","readingDate","readingHour","readingMinute","quality","rainAmount","snowDepth","snowAccumulation","createdDate","brand","model","description","gaugeType","gaugeTypeOther","lat","lng"
"1643200","755","755","","2014-01-08","7","0","Good","0.0","","","2006-12-28","N/A","","","TruChek","","32.18831388888889","-110.84415555555552"
"1643620","4918","4918","","2014-01-08","7","0","Good","0.0","","","2009-12-03","Acu-Rite","","","TruChek","","32.15828729942103","-111.02498562075198"
"1643761","155","155","","2014-01-08","7","0","Good","0.0","","","2006-07-19","Davis","","","TruChek","","32.536791978","-110.8637881279"
"1643850","1728","1728","","2014-01-08","7","0","Good","0.0","","","2007-08-14","Tru-Chek","","","TruChek","","32.23264207783198","-110.9370231628418"
"1643888","221","221","","2014-01-08","7","0","Good","0.0","","","2006-07-05","","","","Other","National Weather Service spotter rain gauge","32.2289732696","-111.0325822234"
"1643973","1278","1278","","2014-01-08","7","0","Good","0.0","","","2007-07-10","N/A","","","TruChek","","32.29982890914803","-110.97232342232019"
"1644019","209","209","","2014-01-08","7","0","Good","0.0","","","2006-11-20","Oregon Scientific","","","TruChek","","31.82893925113131","-110.99781811237335"
"1644137","5856","5856","","2014-01-08","7","0","Good","0.0","","","2011-07-09","Stratus","","","TruChek","","32.23813026577154","-110.7997564226389"
"1644185","304","304","","2014-01-08","7","0","Good","0.0","","","2006-08-15","","","","TruChek","","32.27850442","-110.9302774072"
"1644975","5287","5287","","2014-01-08","7","0","Good","0.0","","","2010-02-24","Tru-Chek","","","TruChek","","32.24476601550634","-110.8040714263916"
"1645134","5974","5974","","2014-01-08","7","0","Good","0.0","","","2011-08-26","Taylor","","","TruChek","","32.2124529667152","-110.7720254659489"
"1645449","7516","7516","","2014-01-08","7","0","Good","0.0","","","2013-07-08","Oregon Scientific","","","TruChek","","31.73926643859064","-111.01016767323017"
"1645909","5932","5932","","2014-01-08","7","0","Good","0.0","","","2011-07-30","N/A","","","TruChek","","32.24550102257827","-111.07771039009094"
"1646316","5912","5912","","2014-01-08","7","0","Good","0.0","","","2011-07-25","Tru-Chek","","","TruChek","","32.28544560382272","-110.95212936401367"
"1646898","1476","1476","","2014-01-08","7","0","Good","0.0","","","2007-07-23","N/A","","","TruChek","","32.30253382201269","-110.99238395690918"
"1646992","1298","1298","","2014-01-08","11","0","Good","0.0","","","2007-07-10","N/A","","","TruChek","","32.2127284489","-110.927259922"
"1647434","1369","1369","","2014-01-08","7","0","Good","0.0","","","2007-07-15","Acu-Rite","","","TruChek","","31.8301971819","-110.9972548485"
"1647478","4395","4395","","2014-01-08","7","0","Good","0.0","","","2009-06-30","Taylor","","","TruChek","","32.152598","-110.7691"
"1647971","3395","3395","","2014-01-08","7","0","Good","0.0","","","2008-09-29","Taylor","","","TruChek","","32.301101","-110.803538"
"1648010","3057","3057","","2014-01-08","7","41","Good","0.0","","","2008-07-14","Acu-Rite","","","TruChek","","32.22334332274461","-110.76454246496269"
"1648097","6024","6024","","2014-01-08","7","0","Good","0.0","","","2011-09-16","Acu-Rite","","","TruChek","","32.54431702362725","-111.19685411453247"
"1648142","1213","1213","","2014-01-08","7","0","Good","0.0","","","2007-07-08","N/A","","","TruChek","","32.24541481835304","-111.03502303361893"
"1648172","5523","5523","","2014-01-08","7","0","Good","0.0","","","2010-07-31","Stratus","","","TruChek","","32.12961399423143","-111.12982007861547"
"1648212","1600","1600","","2014-01-08","7","0","Good","0.0","","","2007-07-31","","","","Other","Torrent","32.241908","-110.899711"
"1648359","6314","6314","","2014-01-08","7","0","Good","0.0","","","2012-07-19","Stratus","","","TruChek","","32.33168539995553","-110.96496963422396"
"1648388","157","157","","2014-01-08","7","0","Good","0.0","","","2006-06-11","Tru-Chek","","","TruChek","","32.3018157135","-110.8980345726"
"1648424","1701","1701","","2014-01-08","7","0","Good","0.0","","","2007-08-07","","","","TruChek","","32.248885608","-110.9038496017"
"1648550","346","346","","2014-01-08","7","0","Good","0.0","","","2006-08-09","","","","TruChek","","32.2141921674","-110.9950688481"
"1648654","145","145","","2014-01-08","7","0","Good","0.0","","","2006-06-11","Productive Alternatives","","","TruChek","","32.46092296577196","-110.95713436603546"
"1648816","6813","6813","","2014-01-08","7","0","Good","0.0","","","2013-01-10","EZVIEW","","","TruChek","","32.25670460687296","-110.79329162836075"
"1648849","230","230","","2014-01-08","7","0","Good","0.0","","","2006-08-06","N/A","","","Other","Homemade.  Collector 3 15/16 diam.  Rainfall in inches is volume of water (in cc) / 199.5","31.8629","-110.9799"
"1648910","5501","5501","","2014-01-08","7","0","Good","0.0","","","2010-07-20","Taylor","","","TruChek","","32.18259103674062","-110.8181369304657"
"1649014","22","22","","2014-01-08","7","0","Good","0.0","","","2005-06-01","N/A","","","TruChek","","32.2262709","-110.87668400000001"
"1649090","1197","1197","","2014-01-08","7","0","Good","0.0","","","2007-07-06","All Weather","","","TruChek","","32.27079615823514","-111.05319499969482"
"1649279","5837","5837","","2014-01-08","7","0","Good","0.0","","","2011-07-07","Taylor","","","TruChek","","32.23261125408494","-110.73455286025592"
"1649306","119","119","","2014-01-08","7","0","Good","0.0","","","2006-06-11","Taylor","","","TruChek","","32.250255739400004","-110.7149630785"
"1649722","5648","5648","","2014-01-08","7","0","Good","0.0","","","2011-01-07","","","","TruChek","","32.22915342364272","-110.75877320768086"
"1649824","412","412","","2014-01-08","7","0","Good","0.0","","","2006-08-12","Tru-Chek","","","TruChek","","32.31738271316339","-110.87295860052109"
"1649878","309","309","","2014-01-08","7","0","Good","0.0","","","2006-07-13","Tru-Chek","","","TruChek","","32.2432869092","-110.7245600224"
"1650104","6134","6134","","2014-01-08","7","0","Good","0.0","","","2012-01-05","Stratus","","","TruChek","","32.160949294177954","-111.03483326733112"
"1650411","194","194","","2014-01-08","7","0","Good","0.0","","","2006-06-16","Tru-Chek","","Taylor wedge type","TruChek","","32.3911778724","-110.9484815598"
"1650526","7616","7616","","2014-01-08","7","0","Good","0.0","","","2013-07-25","N/A","","","TruChek","","32.31152891018135","-110.83536449075154"
"1651310","164","164","","2014-01-08","7","0","Good","0.0","","","2006-06-12","Unknown","","","TruChek","","32.2834048012","-111.2376344204"
"1653192","4624","4624","","2014-01-08","7","0","Good","0.0","","","2009-09-02","All Weather","","","TruChek","","32.2399293391497","-110.81812083721161"
"1653374","1193","1193","","2014-01-08","7","0","Good","0.0","","","2007-07-05","","","","TruChek","","32.229501932","-110.7569128275"
"1653416","73","73","","2014-01-08","7","0","Good","0.0","","","2006-01-05","Davis","","","TruChek","","32.2862981921895","-110.746908187866"
"1654111","479","479","","2014-01-08","7","0","Good","0.0","","","2006-09-04","Tru-Chek","","From Pima co. Flood control","TruChek","","32.2459638018","-110.8127617836"
"1654962","1295","1295","","2014-01-08","7","0","Good","0.0","","","2007-07-10","Honeywell","","","TruChek","","32.1706722259","-110.7641601563"
"1654993","14","14","","2014-01-08","7","0","Good","0.0","","","2005-06-01","","","","TruChek","","32.2671584","-110.949532"
"1655023","1345","1345","","2014-01-08","7","0","Good","0.0","","","2007-07-12","N/A","","","TruChek","","32.2176505344","-110.8987292647"
"1655155","2998","2998","","2014-01-08","7","0","Good","0.0","","","2008-07-04","Tru-Chek","","","TruChek","","32.24819361374691","-110.6944087240845"
"1655192","21","21","","2014-01-08","7","0","Good","0.0","","","2005-06-01","Tru-Chek","","","TruChek","","32.25355848782419","-110.94638407230377"
"1655296","7913","7913","","2014-01-08","7","0","Good","0.0","","","2013-12-28","Torrent","","","TruChek","","32.46299815707086","-110.95316827297893"
"1655351","5968","5968","","2014-01-08","7","0","Good","0.0","","","2011-08-24","Tenite","","","TruChek","","32.23709124306669","-110.74372601506639"
"1655454","1561","1561","","2014-01-08","7","0","Good","0.0","","","2007-07-28","Tru-Chek","","","TruChek","","32.26117502045844","-110.88404631615504"
"1655519","312","312","","2014-01-08","7","0","Good","0.0","","","2006-07-14","","","","TruChek","","32.2444574922","-110.8015823364"
"1655550","2084","2084","","2014-01-08","7","0","Good","0.0","","","2007-11-23","Davis","","","TruChek","","32.47150016666667","-110.9631"
"1655616","2125","2125","","2014-01-08","7","0","Good","0.0","","","2007-11-30","","","","TruChek","","32.19790385080317","-111.0846358537674"
"1655646","5809","5809","","2014-01-08","7","0","Good","0.0","","","2011-07-01","Oregon Scientific","","","TruChek","","32.26881399273332","-110.93027204275131"
"1655710","4625","4625","","2014-01-08","7","0","Good","0.0","","","2009-09-03","Davis","","","TruChek","","32.30523265758821","-110.94648009539469"
"1655907","3191","3191","","2014-01-08","7","0","Good","0.0","","","2008-08-02","Tru-Chek","","","TruChek","","31.83770430224657","-110.97021710874287"
"1655938","490","490","","2014-01-08","7","0","Good","0.0","","","2006-09-06","La Crosse","","","TruChek","","32.55727861159502","-111.25080071389675"
"1656140","1306","1306","","2014-01-08","7","0","Good","0.0","","","2007-07-11","Acu-Rite","","","TruChek","","32.27133591662592","-111.05923533439636"
"1656260","6048","6048","","2014-01-08","7","0","Good","0.0","","","2011-10-09","Acu-Rite","","","TruChek","","32.45973254915337","-111.08499526977539"
"1656416","1919","1919","","2014-01-08","7","0","Good","0.0","","","2007-09-20","Tru-Chek","","","TruChek","","32.39422594129596","-110.98855805396624"
"1656447","6188","6188","","2014-01-08","7","0","Good","0.0","","","2012-03-18","Tru-Chek","","","TruChek","","32.45382323303575","-111.0773053765297"
"1656488","6893","6893","","2014-01-08","7","0","Good","0.0","","","2013-01-27","Acu-Rite","","","TruChek","","32.39875133109182","-111.07965230941772"
"1656560","6239","6239","","2014-01-08","7","0","Good","0.0","","","2012-06-16","Davis","","","TruChek","","32.29431575869729","-110.88123321533203"
"1656646","501","501","","2014-01-08","7","0","Good","0.0","","","2006-09-11","","","","TruChek","","32.3277070979","-110.830603838"
"1656718","142","142","","2014-01-08","7","0","Good","0.0","","","2006-06-20","Taylor","","","SimpleCatch","","32.3765795075","-111.0644254088"
"1656856","147","147","","2014-01-08","7","0","Good","0.0","","","2006-06-11","Acu-Rite","","","TruChek","","31.83068371396566","-110.99988676607609"
"1656887","7056","7056","","2014-01-08","7","0","Good","0.0","","","2013-03-10","Productive Alternatives","","","TruChek","","31.96618254530141","-110.99330998957157"
"1656919","454","454","","2014-01-08","7","0","Good","0.0","","","2006-08-24","Productive Alternatives","","","TruChek","","32.2835862078","-111.075296402"
"1656993","2152","2152","","2014-01-08","7","0","Good","0.0","","","2007-12-02","Tru-Chek","","","TruChek","","32.29225520296444","-111.01810955988185"
"1657191","2650","2650","","2014-01-08","7","0","Good","0.0","","","2008-04-05","Tru-Chek","","","TruChek","","32.393089415345","-111.08970522880554"
"1657287","6775","6775","","2014-01-08","7","0","Good","0.0","","","2013-01-03","Acu-Rite","","","TruChek","","32.23282903084677","-110.77904534341542"
"1657379","421","421","","2014-01-08","7","0","Good","0.0","","","2006-08-15","N/A","","","TruChek","","32.24649140400278","-110.82843229640275"
"1657484","5897","5897","","2014-01-08","7","0","Good","0.0","","","2011-07-23","Tru-Chek","","","TruChek","","32.24151736797371","-110.92039239408223"
"1657515","4433","4433","","2014-01-08","7","0","Good","0.0","","","2009-07-10","Oregon Scientific","","","TruChek","","32.466927","-110.941541"
"1657546","6126","6126","","2014-01-08","7","0","Good","0.0","","","2011-12-29","","","","TruChek","","32.38090829898425","-110.95698148012161"
"1657669","154","154","","2014-01-08","7","0","Good","0.0","","","2006-06-11","N/A","","","TruChek","","31.99548378428979","-111.30976438522339"
"1658025","6895","6895","","2014-01-08","7","0","Good","0.0","","","2013-01-27","","","","TruChek","","32.2440718366991","-111.06198728084564"
"1658181","67","67","","2014-01-08","7","0","Good","0.0","","","2006-09-08","Productive Alternatives","","","TruChek","","32.2308333333","-110.7647222222"
"1658442","3278","3278","","2014-01-08","7","0","Good","0.0","","","2008-09-01","Taylor","","","TruChek","","31.97948768240592","-110.71817073226384"
"1658647","5976","5976","","2014-01-08","7","0","Good","0.0","","","2011-08-26","","","","TruChek","","32.30010526603498","-110.95222645998206"
"1658721","1188","1188","","2014-01-08","7","0","Good","0.0","","","2007-07-04","La Crosse","","","TruChek","","32.35682118602634","-111.00310850149981"
"1659189","6192","6192","","2014-01-08","7","0","Good","0.0","","","2012-03-19","Tru-Chek","","","TruChek","","32.21101779721963","-110.86708670855387"
"1660161","1921","1921","","2014-01-08","7","0","Good","0.0","","","2007-09-21","","","","Other","digital guage 8yr old","32.25405751902881","-110.74853897094727"
"1666488","7893","7893","","2014-01-08","7","0","Good","0.0","","","2013-12-18","Tru-Chek","","","TruChek","","32.28723736458473","-110.99332219363077"
"1666622","1553","1553","","2014-01-08","7","0","Good","0.0","","","2007-07-27","Davis","","","TruChek","","32.2894726529","-110.8449268341"
"1667022","5879","5879","","2014-01-08","7","0","Good","0.0","","","2011-07-18","","","","TruChek","","32.30363846244661","-110.82668781280518"
"1669483","4895","4895","","2014-01-08","7","0","Good","0.0","","","2009-11-29","Oregon Scientific","","","TruChek","","32.29100633101441","-111.0150690078899"
"1673536","2413","2413","","2014-01-08","7","0","Good","0.0","","","2008-02-03","Oregon Scientific","","","TruChek","","32.23042356701033","-110.90151822567805"
"1721745","6453","6453","","2014-01-08","7","0","Good","0.0","","","2012-09-05","Tru-Chek","","","TruChek","","32.28229821352545","-110.94222664833069"
"1737291","1599","1599","","2014-01-08","7","0","Good","0.0","","","2007-07-31","Oregon Scientific","","","TruChek","","32.3211068805","-111.07704252"
"1741950","10","10","","2014-01-08","7","0","Good","0.0","","","2006-07-06","N/A","","","TruChek","","32.224578219","-110.9067329764"
"1749460","23","23","","2014-01-08","7","0","Good","0.0","","","2006-10-09","","","","TruChek","","32.2168676479","-110.8010995388"
"1749940","1433","1433","","2014-01-08","7","0","Good","0.0","","","2007-07-20","Productive Alternatives","","","FunnelCatchWithOverflow","","32.37623292340694","-111.01636290550232"
"1798902","6428","6428","","2014-01-08","7","0","Good","0.0","","","2012-08-23","N/A","","","TruChek","","32.1730132034446","-110.83864751458577"
"1817468","188","188","","2014-01-08","7","0","Good","0.0","","","2006-06-13","N/A","","","TruChek","","32.25304947316636","-111.02794307470731"
"1861788","3717","3717","","2014-01-08","7","0","Good","0.0","","","2009-01-05","Tru-Chek","","","TruChek","","32.24297429741304","-110.96666371823176"
"1879756","103","103","","2014-01-08","7","0","Good","0.0","","","2006-07-29","La Crosse","","","TruChek","","32.3535774850585","-111.10339522361755"
"1634376","2348","2348","67 - 39","2014-01-09","7","0","Good","0.0","","","2008-01-13","Davis","","","TruChek","","32.46957100591838","-110.95882335305419"
"1634382","1005","1005","","2014-01-09","7","0","Good","0.0","","","2007-03-28","La Crosse","","LaCrosse WS-7038U","TippingBucketOrElectronic","","32.2919577244985","-110.80424308776855"
"1634385","1335","1335","","2014-01-09","5","19","Good","0.0","","","2007-07-12","Bought at Ace Hardware","","","TruChek","","32.32545419316276","-110.9598058462143"
"1634402","3017","3017","","2014-01-09","7","0","Good","0.0","","","2008-07-07","Tru-Chek","","","TruChek","","32.2938","-111.2318"
"1634403","6538","6538","","2014-01-09","7","0","Good","0.0","","","2012-09-29","Tru-Chek","","","TruChek","","32.37714893325592","-111.13654078915715"
"1634404","1229","1229","","2014-01-09","7","0","Good","0.0","","","2007-07-10","Davis","","","TruChek","","32.14598672436939","-110.73027849197388"
"1634410","178","178","","2014-01-09","7","0","Good","0.0","","","2006-06-21","","","Brookstone funnel type","TruChek","","32.521099","-110.897514"
"1634415","5662","5662","","2014-01-09","7","0","Good","0.0","","","2011-01-12","Taylor","","","TruChek","","32.44849750043792","-110.97991704940796"
"1634418","281","281","","2014-01-09","7","0","Good","0.0","","","2006-07-19","N/A","","","TruChek","","32.2807834363","-110.9673643112"
"1634421","6357","6357","","2014-01-09","7","0","Good","0.0","","","2012-08-01","Stratus","","","TruChek","","32.36667734151787","-110.9659679280594"
"1634423","3166","3166","","2014-01-09","7","0","Good","0.0","","","2008-07-27","Tru-Chek","","","TruChek","","31.89072621607337","-110.93151926994324"
"1634425","1355","1355","","2014-01-09","7","0","Good","0.0","","","2007-07-13","RainWise Rainew","","","TruChek","","32.36317511056115","-111.00445792078972"
"1634427","1254","1254","","2014-01-09","7","0","Good","0.0","","","2007-07-10","","","","Other","Davis digital Tipping bucket","32.2938260182","-110.7896411419"
"1634428","184","184","","2014-01-09","7","0","Good","0.0","","","2006-06-20","Taylor","","","Other","similar to Tru-Chek but square and 6"" tall","32.2261257004","-110.7638597488"
"1634430","168","168","","2014-01-09","7","0","Good","0.0","","","2006-06-20","","","","TruChek","","32.2119568668","-111.04185462"
"1634446","2813","2813","","2014-01-09","7","0","Good","0.0","","","2008-05-23","Productive Alternatives","","","TruChek","","32.51034907192096","-111.32101732482624"
"1634467","1409","1409","","2014-01-09","7","0","Good","0.0","","","2007-07-18","Acu-Rite","","","TruChek","","32.43675487968805","-110.97863924504964"
"1634468","5166","5166","","2014-01-09","7","0","Good","0.0","","","2010-01-22","Davis","","","TruChek","","32.2274344748694","-110.86442310062637"
"1634470","6555","6555","","2014-01-09","7","0","Good","0.0","","","2012-10-05","Productive Alternatives","","","TruChek","","32.5187","-110.90229"
"1634471","5657","5657","","2014-01-09","7","0","Good","0.0","","","2011-01-08","La Crosse","","","TruChek","","32.23052748289497","-110.97623974084854"
"1634482","7516","7516","","2014-01-09","7","35","Good","0.0","","","2013-07-08","Oregon Scientific","","","TruChek","","31.73926643859064","-111.01016767323017"
"1634490","158","158","","2014-01-09","7","0","Good","0.0","","","2006-06-25","Productive Alternatives","","","TruChek","","32.4139642721","-110.9916973114"
"1634494","196","196","","2014-01-09","7","0","Good","0.0","","","2006-06-17","Davis","","","TruChek","","32.2432233887","-111.0184979439"
"1634508","497","497","","2014-01-09","7","0","Good","0.0","","","2006-09-08","All Weather","","","TruChek","","32.1155439117","-110.72931289669998"
"1634523","3271","3271","","2014-01-09","7","0","Good","0.0","","","2008-08-31","Acu-Rite","","","TruChek","","32.32471983383206","-111.08645439147949"
"1634526","117","117","","2014-01-09","7","0","Good","0.0","","","2006-07-05","","","will purchase gauge..type?","TruChek","","32.0953547201","-110.6662166119"
"1634528","5325","5325","","2014-01-09","7","0","Good","0.0","","","2010-03-08","Tru-Chek","","","TruChek","","32.30452828614923","-111.08481153845787"
"1634550","169","169","Max. wind 15 mph about 4:30 pm.","2014-01-09","7","0","Good","0.0","","","2006-07-03","La Crosse","","","TruChek","","32.290941937","-110.8527588844"
"1634551","1216","1216","","2014-01-09","7","0","Good","0.0","","","2007-07-09","","","","TruChek","","32.2496364607","-110.7882302999"
"1634553","231","231","","2014-01-09","7","50","Good","0.0","","","2006-07-07","Tru-Chek","","","TruChek","","32.04244156169651","-110.6803220808547"
"1634555","1854","1854","","2014-01-09","7","0","Good","0.0","","","2007-09-05","","","","Other","Davis Instruments Vantage Pro2","32.2478307742","-110.8618757129"
"1634556","1260","1260","","2014-01-09","7","0","Good","0.0","","","2007-07-10","N/A","","","TruChek","","32.45618157418954","-111.07415646314621"
"1634558","5472","5472","","2014-01-09","7","0","Good","0.0","","","2010-06-22","Taylor","","","TruChek","","32.2009804032014","-110.80718412995338"
"1634560","5661","5661","","2014-01-09","9","0","Good","0.0","","","2011-01-12","N/A","","","TruChek","","32.45977600234178","-110.94967460645421"
"1634561","5147","5147","","2014-01-09","7","0","Good","0.0","","","2010-01-20","Acu-Rite","","","TruChek","","32.31111588367715","-111.07303690911976"
"1634566","203","203","","2014-01-09","7","0","Good","0.0","","","2006-06-24","Acu-Rite","","ACU*RITE Deluxe Lawn & Garden Rain Gauge 6","TruChek","","32.19662598990558","-110.74815541505814"
"1634567","4419","4419","","2014-01-09","7","0","Good","0.0","","","2009-07-07","Springfield","","","TruChek","","32.28074885466054","-110.7749617472291"
"1634568","129","129","","2014-01-09","7","0","Good","0.0","","","2006-06-11","Taylor","","","TruChek","","32.25539581644545","-110.88866829872131"
"1634571","4296","4296","","2014-01-09","7","0","Good","0.0","","","2009-05-17","La Crosse","","","TruChek","","32.49655575564161","-110.8983188867569"
"1634583","3203","3203","","2014-01-09","7","0","Good","0.0","","","2008-08-06","N/A","","","TruChek","","32.28818927713864","-110.88318049907684"
"1634584","6444","6444","","2014-01-09","7","0","Good","0.0","","","2012-09-01","La Crosse","","","TruChek","","32.17115808983002","-111.13429963588715"
"1634587","408","408","","2014-01-09","7","0","Good","0.0","","","2006-08-11","La Crosse","","","TruChek","","32.2543932294","-110.8371162415"
"1634611","499","499","","2014-01-09","7","0","Good","0.0","","","2006-09-09","Davis","","","TruChek","","32.38655738836142","-111.01345002651215"
"1634616","7433","7433","","2014-01-09","7","0","Good","0.0","","","2013-06-17","Tru-Chek","","","TruChek","","32.34350883269321","-110.93303793668952"
"1634618","3160","3160","","2014-01-09","8","0","Good","0.0","","","2008-07-26","","","","TruChek","","32.51815754102393","-110.90457916259766"
"1634619","166","166","","2014-01-09","7","0","Good","0.0","","","2006-07-02","Productive Alternatives","","","TruChek","","32.18089961419198","-110.80601120047504"
"1634621","135","135","","2014-01-09","7","0","Good","0.0","","","2006-06-11","Davis","","","TruChek","","31.94989548519042","-110.79481780529022"
"1634639","322","322","","2014-01-09","7","0","Good","0.0","","","2006-09-14","Tru-Chek","","","TruChek","","32.12051376116771","-110.69119977951459"
"1634640","7913","7913","","2014-01-09","7","0","Good","0.0","","","2013-12-28","Torrent","","","TruChek","","32.46299815707086","-110.95316827297893"
"1634647","162","162","","2014-01-09","7","0","Good","0.0","","","2006-10-06","N/A","","CoCoRAHS offical gauge","TruChek","","32.39318342400378","-110.96568943932652"
"1634658","142","142","","2014-01-09","7","0","Good","0.0","","","2006-06-20","Taylor","","","SimpleCatch","","32.3765795075","-111.0644254088"
"1634659","6149","6149","","2014-01-09","7","0","Good","0.0","","","2012-01-31","N/A","","","TruChek","","32.36452575487575","-111.24194955826624"
"1634692","1206","1206","","2014-01-09","7","0","Good","0.0","","","2007-07-07","Stratus","","","TruChek","","32.30552465161976","-110.96659988164902"
"1634697","5545","5545","","2014-01-09","9","59","Good","0.0","","","2010-08-24","Oregon Scientific","","","TruChek","","32.11207053448044","-110.76502355933599"
"1634698","80","80","","2014-01-09","10","35","Good","0.0","","","2006-01-13","All Weather","","","TruChek","","32.34217058931149","-111.21304392814636"
"1634763","3161","3161","","2014-01-09","7","0","Good","0.0","","","2008-07-26","Acu-Rite","","Acurite Pro. Weather Center + Taylor-Wedge Type + Garden Treasures Cylinder type","TruChek","","32.3747210762674","-111.02087143063954"
"1634806","20","20","","2014-01-09","7","0","Good","0.0","","","2005-07-25","","","","TruChek","","31.9665807536","-110.6931138039"
"1634839","116","116","","2014-01-09","7","0","Good","0.0","","","2006-06-30","Tru-Chek","","","TruChek","","32.27011125010873","-110.93550503253937"
"1634866","417","417","","2014-01-09","7","0","Good","0.0","","","2006-08-13","Tru-Chek","","","TruChek","","32.16283674459501","-110.75767993927002"
"1634882","3076","3076","","2014-01-09","7","0","Good","0.0","","","2008-07-15","Torrent","","","TruChek","","31.82222543929267","-111.01060152053833"
"1634977","1454","1454","","2014-01-09","7","0","Good","0.0","","","2007-07-22","N/A","","","TruChek","","32.4589110167","-110.9572845697"
"1635027","1331","1331","","2014-01-09","7","0","Good","0.0","","","2007-07-11","Tru-Chek","","","TruChek","","31.9140660832","-110.6205224991"
"1635101","6191","6191","","2014-01-09","7","0","Good","0.0","","","2012-03-19","Taylor","","","TruChek","","32.20597461439636","-110.95860958099365"
"1635634","6404","6404","","2014-01-09","7","0","Good","0.0","","","2012-08-16","N/A","","","TruChek","","32.0667286788249","-110.69367806775665"
"1635652","6225","6225","","2014-01-09","7","0","Good","0.0","","","2012-05-20","Wind & Weather","","","TruChek","","32.3175759918738","-111.07662248716224"
"1635748","1399","1399","","2014-01-09","7","0","Good","0.0","","","2007-07-17","Stratus","","","TruChek","","31.81016897895594","-111.02660250689951"
"1635777","978","978","","2014-01-09","7","0","Good","0.0","","","2007-03-24","","","","TruChek","","32.123204003","-110.6900936365"
"1636030","3393","3393","","2014-01-09","7","0","Good","0.0","","","2008-09-28","","","","TruChek","","32.22986949803806","-111.0764443874359"
"1636152","6124","6124","","2014-01-09","7","0","Good","0.0","","","2011-12-22","Tru-Chek","","","TruChek","","32.26637909034334","-110.70170652868"
"1636162","2770","2770","","2014-01-09","7","0","Good","0.0","","","2008-05-13","Acu-Rite","","","TruChek","","32.2367496271376","-110.78468115068972"
"1636234","450","450","","2014-01-09","7","0","Good","0.0","","","2006-08-23","N/A","","","TruChek","","32.31396","-111.16924"
"1636266","182","182","","2014-01-09","7","0","Good","0.0","","","2006-07-14","Productive Alternatives","","","TruChek","","32.48418045844709","-110.92629432678223"
"1636454","3075","3075","69/42","2014-01-09","7","0","Good","0.0","","","2008-07-15","?","","","TruChek","","32.14585718974063","-111.06929734423545"
"1636532","859","859","","2014-01-09","7","0","Good","0.0","","","2007-02-20","La Crosse","","","TruChek","","32.31536354458028","-111.00829855073243"
"1636728","2285","2285","","2014-01-09","7","0","Good","0.0","","","2008-01-07","Taylor","","","TruChek","","31.8771123568957","-111.00058414041996"
"1636909","1562","1562","","2014-01-09","7","0","Good","0.0","","","2007-07-28","Tru-Chek","","","TruChek","","32.31283099696875","-111.08878254890442"
"1637089","6308","6308","","2014-01-09","7","0","Good","0.0","","","2012-07-16","Unknown","","","TruChek","","32.25548564046078","-110.84493461251668"
"1637109","5281","5281","","2014-01-09","7","0","Good","0.0","","","2010-02-22","Tru-Chek","","","TruChek","","31.925387770999478","-110.99247246980667"
"1637203","860","860","","2014-01-09","7","0","Good","0.0","","","2007-02-20","NSN6660-00-920-3722","","","TruChek","","32.4223780692389","-110.98432123661041"
"1637224","4616","4616","","2014-01-09","7","0","Good","0.0","","","2009-08-26","Tru-Chek","","","TruChek","","32.30475","-110.95005"
"1637262","6121","6121","","2014-01-09","7","0","Good","0.0","","","2011-12-18","Rainwise, Inc","","","TruChek","","32.30716596698146","-110.96915602684021"
"1637333","1461","1461","","2014-01-09","7","0","Good","0.0","","","2007-07-22","Taylor","","","TruChek","","32.2933272057","-110.7945495844"
"1637390","4424","4424","","2014-01-09","7","0","Good","0.0","","","2009-07-09","Tru-Chek","","","TruChek","","32.30349297710873","-111.07626977563314"
"1637719","5680","5680","","2014-01-09","7","0","Good","0.0","","","2011-03-05","Davis","","","TruChek","","32.18743","-110.756495"
"1637884","4173","4173","","2014-01-09","7","0","Good","0.0","","","2009-04-11","Oregon Scientific","","","TruChek","","32.30599619277848","-111.0561990737915"
"1638137","6794","6794","","2014-01-09","7","0","Good","0.0","","","2013-01-08","Productive Alternatives","","","TruChek","","32.36277174641442","-110.99769741296768"
"1638316","1579","1579","","2014-01-09","7","0","Good","0.0","","","2007-07-29","Tru-Chek","","","TruChek","","32.2635385908","-110.8974230289"
"1638374","1382","1382","","2014-01-09","7","0","Good","0.0","","","2007-07-16","","","","TruChek","","32.41842938810802","-111.02524101734161"
"1638421","760","760","","2014-01-09","7","0","Good","0.0","","","2007-01-06","N/A","","","TruChek","","32.33125383601889","-111.03124165535178"
"1638425","1725","1725","","2014-01-09","7","0","Good","0.0","","","2007-08-14","N/A","","","TruChek","","31.7911568804","-111.0263568163"
"1638552","1075","1075","","2014-01-09","7","0","Good","0.0","","","2007-06-11","N/A","","","TruChek","","32.5139733073","-110.9240788221"
"1638590","330","330","","2014-01-09","7","0","Good","0.0","","","2006-07-28","Tru-Chek","","Springfield 5 Inch","TruChek","","32.1408979003","-111.0380834341"
"1638659","5262","5262","","2014-01-09","7","0","Good","0.0","","","2010-02-07","Taylor","","","TruChek","","32.2669950796577","-111.2359285354614"
"1638707","419","419","","2014-01-09","7","0","Good","0.0","","","2006-08-14","Torrent","","also have tru-check wedge as backup","Other","Torrent","32.3467253626","-111.0097163916"
